simulationId,numPlayers,numCourts,rounds,avgGamesBetweenBenches,minGamesBetweenBenches,maxGamesBetweenBenches,theoreticalMax
1,18,4,50,7.7682926829268295,1,16,8
2,18,4,50,7.682926829268292,0,16,8
3,18,4,50,7.695121951219512,0,15,8
4,18,4,50,7.7560975609756095,0,15,8
5,18,4,50,7.804878048780488,1,16,8
6,18,4,50,7.804878048780488,1,15,8
7,18,4,50,7.804878048780488,1,15,8
8,18,4,50,7.890243902439025,1,16,8
9,18,4,50,7.7439024390243905,1,15,8
10,18,4,50,7.7926829268292686,0,15,8
11,18,4,50,7.7439024390243905,0,15,8
12,18,4,50,7.719512195121951,1,16,8
13,18,4,50,7.7926829268292686,0,16,8
14,18,4,50,7.719512195121951,0,15,8
15,18,4,50,7.804878048780488,0,16,8
16,18,4,50,7.829268292682927,0,16,8
17,18,4,50,7.719512195121951,0,15,8
18,18,4,50,7.670731707317073,0,16,8
19,18,4,50,7.841463414634147,1,16,8
20,18,4,50,7.7073170731707314,0,16,8
21,18,4,50,7.670731707317073,0,15,8
22,18,4,50,7.670731707317073,1,16,8
23,18,4,50,7.7926829268292686,1,16,8
24,18,4,50,7.719512195121951,0,15,8
25,18,4,50,7.7560975609756095,1,15,8
26,18,4,50,7.695121951219512,1,16,8
27,18,4,50,7.829268292682927,0,16,8
28,18,4,50,7.695121951219512,0,16,8
29,18,4,50,7.951219512195122,0,16,8
30,18,4,50,7.695121951219512,0,15,8
31,18,4,50,7.780487804878049,0,15,8
32,18,4,50,7.7073170731707314,0,15,8
33,18,4,50,7.7439024390243905,1,14,8
34,18,4,50,7.682926829268292,0,16,8
35,18,4,50,7.902439024390244,1,15,8
36,18,4,50,7.780487804878049,0,15,8
37,18,4,50,7.7926829268292686,0,16,8
38,18,4,50,7.841463414634147,1,16,8
39,18,4,50,7.695121951219512,0,15,8
40,18,4,50,7.7073170731707314,1,16,8
41,18,4,50,7.658536585365853,0,15,8
42,18,4,50,7.829268292682927,1,16,8
43,18,4,50,7.890243902439025,1,15,8
44,18,4,50,7.695121951219512,1,16,8
45,18,4,50,7.7073170731707314,0,16,8
46,18,4,50,7.853658536585366,1,16,8
47,18,4,50,7.7926829268292686,1,16,8
48,18,4,50,7.7682926829268295,0,16,8
49,18,4,50,7.695121951219512,0,16,8
50,18,4,50,7.829268292682927,1,15,8
51,18,4,50,7.621951219512195,0,16,8
52,18,4,50,7.597560975609756,1,16,8
53,18,4,50,7.804878048780488,0,16,8
54,18,4,50,7.7926829268292686,0,16,8
55,18,4,50,7.597560975609756,0,16,8
56,18,4,50,7.597560975609756,0,16,8
57,18,4,50,7.719512195121951,0,16,8
58,18,4,50,7.926829268292683,1,16,8
59,18,4,50,7.7073170731707314,0,15,8
60,18,4,50,7.817073170731708,1,16,8
61,18,4,50,7.646341463414634,0,16,8
62,18,4,50,7.7682926829268295,0,16,8
63,18,4,50,7.829268292682927,1,14,8
64,18,4,50,7.902439024390244,0,16,8
65,18,4,50,7.7439024390243905,0,15,8
66,18,4,50,8,0,15,8
67,18,4,50,7.7682926829268295,0,15,8
68,18,4,50,7.695121951219512,0,15,8
69,18,4,50,7.780487804878049,1,15,8
70,18,4,50,7.7560975609756095,0,16,8
71,18,4,50,7.7317073170731705,1,15,8
72,18,4,50,7.780487804878049,0,15,8
73,18,4,50,7.878048780487805,1,16,8
74,18,4,50,7.829268292682927,0,16,8
75,18,4,50,7.7317073170731705,0,15,8
76,18,4,50,7.7439024390243905,0,15,8
77,18,4,50,7.682926829268292,0,15,8
78,18,4,50,7.695121951219512,0,14,8
79,18,4,50,7.695121951219512,1,15,8
80,18,4,50,7.7073170731707314,1,16,8
81,18,4,50,7.7560975609756095,1,15,8
82,18,4,50,7.829268292682927,1,16,8
83,18,4,50,7.7317073170731705,0,15,8
84,18,4,50,7.7439024390243905,0,16,8
85,18,4,50,7.7073170731707314,2,16,8
86,18,4,50,7.719512195121951,1,15,8
87,18,4,50,7.829268292682927,0,15,8
88,18,4,50,7.804878048780488,0,15,8
89,18,4,50,7.817073170731708,1,15,8
90,18,4,50,7.780487804878049,1,16,8
91,18,4,50,7.719512195121951,0,16,8
92,18,4,50,7.853658536585366,1,16,8
93,18,4,50,7.829268292682927,0,15,8
94,18,4,50,7.695121951219512,1,16,8
95,18,4,50,7.670731707317073,0,16,8
96,18,4,50,7.878048780487805,0,16,8
97,18,4,50,7.7317073170731705,0,16,8
98,18,4,50,7.7560975609756095,1,15,8
99,18,4,50,7.646341463414634,0,15,8
100,18,4,50,7.7073170731707314,0,16,8
101,18,4,50,7.7073170731707314,0,15,8
102,18,4,50,7.7317073170731705,1,15,8
103,18,4,50,7.634146341463414,0,15,8
104,18,4,50,7.658536585365853,1,15,8
105,18,4,50,7.878048780487805,0,16,8
106,18,4,50,7.7560975609756095,0,16,8
107,18,4,50,7.670731707317073,0,15,8
108,18,4,50,7.7682926829268295,1,15,8
109,18,4,50,7.634146341463414,0,15,8
110,18,4,50,7.7439024390243905,0,15,8
111,18,4,50,7.682926829268292,1,16,8
112,18,4,50,7.621951219512195,0,15,8
113,18,4,50,7.7926829268292686,0,16,8
114,18,4,50,7.841463414634147,0,15,8
115,18,4,50,7.682926829268292,0,16,8
116,18,4,50,7.7439024390243905,0,16,8
117,18,4,50,7.829268292682927,0,16,8
118,18,4,50,7.853658536585366,1,16,8
119,18,4,50,7.7317073170731705,0,15,8
120,18,4,50,7.804878048780488,1,16,8
121,18,4,50,7.7439024390243905,0,15,8
122,18,4,50,7.7317073170731705,0,16,8
123,18,4,50,7.682926829268292,1,16,8
124,18,4,50,7.7560975609756095,0,16,8
125,18,4,50,7.7439024390243905,0,16,8
126,18,4,50,7.817073170731708,1,15,8
127,18,4,50,7.682926829268292,1,16,8
128,18,4,50,7.7439024390243905,1,14,8
129,18,4,50,7.865853658536586,1,15,8
130,18,4,50,7.865853658536586,0,15,8
131,18,4,50,7.939024390243903,0,16,8
132,18,4,50,7.817073170731708,0,15,8
133,18,4,50,7.7682926829268295,1,14,8
134,18,4,50,7.7073170731707314,0,16,8
135,18,4,50,7.7682926829268295,2,15,8
136,18,4,50,7.7073170731707314,0,16,8
137,18,4,50,7.902439024390244,1,16,8
138,18,4,50,7.7560975609756095,1,15,8
139,18,4,50,7.719512195121951,1,16,8
140,18,4,50,7.780487804878049,1,16,8
141,18,4,50,7.7560975609756095,0,15,8
142,18,4,50,7.7439024390243905,0,15,8
143,18,4,50,7.7317073170731705,0,16,8
144,18,4,50,7.7926829268292686,0,16,8
145,18,4,50,7.853658536585366,1,16,8
146,18,4,50,7.670731707317073,0,16,8
147,18,4,50,7.7682926829268295,0,16,8
148,18,4,50,7.865853658536586,0,15,8
149,18,4,50,7.7317073170731705,0,16,8
150,18,4,50,7.695121951219512,1,16,8
151,18,4,50,7.890243902439025,1,16,8
152,18,4,50,7.7439024390243905,0,16,8
153,18,4,50,7.658536585365853,0,16,8
154,18,4,50,7.7560975609756095,1,16,8
155,18,4,50,7.682926829268292,0,16,8
156,18,4,50,7.7073170731707314,0,16,8
157,18,4,50,7.573170731707317,0,15,8
158,18,4,50,7.829268292682927,0,16,8
159,18,4,50,7.7073170731707314,0,15,8
160,18,4,50,7.719512195121951,0,16,8
161,18,4,50,7.7926829268292686,0,16,8
162,18,4,50,7.804878048780488,1,16,8
163,18,4,50,7.719512195121951,0,15,8
164,18,4,50,7.670731707317073,0,16,8
165,18,4,50,7.7560975609756095,1,16,8
166,18,4,50,7.804878048780488,0,15,8
167,18,4,50,7.719512195121951,0,15,8
168,18,4,50,7.780487804878049,0,15,8
169,18,4,50,7.817073170731708,1,16,8
170,18,4,50,7.597560975609756,0,15,8
171,18,4,50,7.658536585365853,1,16,8
172,18,4,50,7.780487804878049,0,16,8
173,18,4,50,7.682926829268292,0,15,8
174,18,4,50,7.804878048780488,0,16,8
175,18,4,50,7.804878048780488,1,16,8
176,18,4,50,7.7682926829268295,1,16,8
177,18,4,50,7.682926829268292,0,15,8
178,18,4,50,7.780487804878049,0,16,8
179,18,4,50,7.7073170731707314,0,16,8
180,18,4,50,7.7073170731707314,0,16,8
181,18,4,50,7.646341463414634,0,16,8
182,18,4,50,7.829268292682927,0,16,8
183,18,4,50,7.804878048780488,0,14,8
184,18,4,50,7.719512195121951,0,15,8
185,18,4,50,7.7317073170731705,0,15,8
186,18,4,50,7.7317073170731705,0,15,8
187,18,4,50,7.804878048780488,0,15,8
188,18,4,50,7.7073170731707314,0,15,8
189,18,4,50,7.682926829268292,0,15,8
190,18,4,50,7.817073170731708,0,14,8
191,18,4,50,7.719512195121951,1,16,8
192,18,4,50,7.7073170731707314,1,15,8
193,18,4,50,7.817073170731708,0,16,8
194,18,4,50,7.695121951219512,0,15,8
195,18,4,50,7.7926829268292686,0,15,8
196,18,4,50,7.878048780487805,0,16,8
197,18,4,50,7.853658536585366,1,16,8
198,18,4,50,7.7682926829268295,1,15,8
199,18,4,50,7.7682926829268295,0,15,8
200,18,4,50,7.695121951219512,0,16,8
201,18,4,50,7.7560975609756095,0,15,8
202,18,4,50,7.7560975609756095,0,15,8
203,18,4,50,7.865853658536586,0,16,8
204,18,4,50,7.658536585365853,1,14,8
205,18,4,50,7.7682926829268295,0,16,8
206,18,4,50,7.817073170731708,0,16,8
207,18,4,50,7.878048780487805,0,16,8
208,18,4,50,7.804878048780488,0,16,8
209,18,4,50,7.780487804878049,1,16,8
210,18,4,50,7.7560975609756095,0,16,8
211,18,4,50,7.7926829268292686,1,15,8
212,18,4,50,7.7682926829268295,0,15,8
213,18,4,50,7.7926829268292686,1,16,8
214,18,4,50,7.780487804878049,0,15,8
215,18,4,50,7.7560975609756095,0,14,8
216,18,4,50,7.7439024390243905,1,14,8
217,18,4,50,7.7926829268292686,0,16,8
218,18,4,50,7.853658536585366,1,15,8
219,18,4,50,7.780487804878049,2,16,8
220,18,4,50,7.7926829268292686,0,16,8
221,18,4,50,7.7317073170731705,0,15,8
222,18,4,50,7.7560975609756095,0,15,8
223,18,4,50,7.658536585365853,0,16,8
224,18,4,50,7.682926829268292,1,16,8
225,18,4,50,7.780487804878049,0,15,8
226,18,4,50,7.817073170731708,0,16,8
227,18,4,50,7.7560975609756095,0,16,8
228,18,4,50,7.914634146341464,0,16,8
229,18,4,50,7.7926829268292686,1,15,8
230,18,4,50,7.7682926829268295,0,16,8
231,18,4,50,7.695121951219512,0,16,8
232,18,4,50,7.7926829268292686,0,14,8
233,18,4,50,7.7926829268292686,1,15,8
234,18,4,50,7.7560975609756095,0,16,8
235,18,4,50,7.914634146341464,0,15,8
236,18,4,50,7.7073170731707314,0,15,8
237,18,4,50,7.804878048780488,0,15,8
238,18,4,50,7.817073170731708,0,15,8
239,18,4,50,7.7439024390243905,0,15,8
240,18,4,50,7.7439024390243905,1,15,8
241,18,4,50,7.7317073170731705,0,16,8
242,18,4,50,7.7073170731707314,0,16,8
243,18,4,50,7.7073170731707314,1,14,8
244,18,4,50,7.7439024390243905,1,16,8
245,18,4,50,7.804878048780488,0,15,8
246,18,4,50,7.7560975609756095,0,16,8
247,18,4,50,7.7317073170731705,0,16,8
248,18,4,50,7.7682926829268295,0,16,8
249,18,4,50,7.841463414634147,1,15,8
250,18,4,50,7.7682926829268295,1,16,8
251,18,4,50,7.682926829268292,0,15,8
252,18,4,50,7.7439024390243905,1,16,8
253,18,4,50,7.829268292682927,1,15,8
254,18,4,50,7.804878048780488,0,15,8
255,18,4,50,7.658536585365853,0,14,8
256,18,4,50,7.7560975609756095,0,14,8
257,18,4,50,7.7439024390243905,0,15,8
258,18,4,50,7.829268292682927,0,15,8
259,18,4,50,7.7439024390243905,1,15,8
260,18,4,50,7.7926829268292686,0,16,8
261,18,4,50,7.646341463414634,0,16,8
262,18,4,50,7.634146341463414,0,16,8
263,18,4,50,7.804878048780488,1,15,8
264,18,4,50,7.829268292682927,0,15,8
265,18,4,50,7.878048780487805,1,15,8
266,18,4,50,7.817073170731708,0,16,8
267,18,4,50,7.7560975609756095,1,16,8
268,18,4,50,7.7926829268292686,0,16,8
269,18,4,50,7.695121951219512,0,16,8
270,18,4,50,7.7926829268292686,0,15,8
271,18,4,50,7.780487804878049,1,16,8
272,18,4,50,7.634146341463414,1,16,8
273,18,4,50,7.621951219512195,0,15,8
274,18,4,50,7.634146341463414,0,16,8
275,18,4,50,7.7926829268292686,0,16,8
276,18,4,50,7.7317073170731705,0,16,8
277,18,4,50,7.670731707317073,0,16,8
278,18,4,50,7.780487804878049,0,15,8
279,18,4,50,7.841463414634147,0,15,8
280,18,4,50,7.7439024390243905,1,16,8
281,18,4,50,7.890243902439025,0,14,8
282,18,4,50,7.865853658536586,1,16,8
283,18,4,50,7.7926829268292686,1,15,8
284,18,4,50,7.890243902439025,0,16,8
285,18,4,50,7.7926829268292686,0,16,8
286,18,4,50,7.841463414634147,0,15,8
287,18,4,50,7.829268292682927,0,16,8
288,18,4,50,7.7926829268292686,0,15,8
289,18,4,50,7.621951219512195,1,15,8
290,18,4,50,7.841463414634147,0,16,8
291,18,4,50,7.865853658536586,0,15,8
292,18,4,50,7.695121951219512,0,16,8
293,18,4,50,7.865853658536586,2,15,8
294,18,4,50,7.682926829268292,0,16,8
295,18,4,50,7.853658536585366,0,16,8
296,18,4,50,7.804878048780488,0,16,8
297,18,4,50,7.670731707317073,0,14,8
298,18,4,50,7.719512195121951,0,16,8
299,18,4,50,7.7682926829268295,1,16,8
300,18,4,50,7.634146341463414,0,15,8
301,18,4,50,7.719512195121951,0,16,8
302,18,4,50,7.878048780487805,0,16,8
303,18,4,50,7.926829268292683,1,15,8
304,18,4,50,7.878048780487805,1,15,8
305,18,4,50,7.829268292682927,2,16,8
306,18,4,50,7.7560975609756095,0,16,8
307,18,4,50,7.719512195121951,1,16,8
308,18,4,50,7.695121951219512,0,15,8
309,18,4,50,7.7317073170731705,0,15,8
310,18,4,50,7.7439024390243905,0,16,8
311,18,4,50,7.695121951219512,0,15,8
312,18,4,50,7.695121951219512,0,15,8
313,18,4,50,7.780487804878049,1,16,8
314,18,4,50,7.658536585365853,0,16,8
315,18,4,50,7.7682926829268295,1,16,8
316,18,4,50,7.804878048780488,0,15,8
317,18,4,50,7.7560975609756095,1,16,8
318,18,4,50,7.7560975609756095,0,15,8
319,18,4,50,7.890243902439025,1,15,8
320,18,4,50,7.609756097560975,1,15,8
321,18,4,50,7.7560975609756095,0,16,8
322,18,4,50,7.804878048780488,1,15,8
323,18,4,50,7.7317073170731705,0,16,8
324,18,4,50,7.7439024390243905,1,14,8
325,18,4,50,7.7560975609756095,2,16,8
326,18,4,50,7.780487804878049,1,14,8
327,18,4,50,7.829268292682927,0,16,8
328,18,4,50,7.7073170731707314,2,15,8
329,18,4,50,7.7560975609756095,0,16,8
330,18,4,50,7.804878048780488,0,16,8
331,18,4,50,7.7560975609756095,0,15,8
332,18,4,50,7.7926829268292686,1,15,8
333,18,4,50,7.804878048780488,0,16,8
334,18,4,50,7.878048780487805,0,16,8
335,18,4,50,7.829268292682927,0,14,8
336,18,4,50,7.7682926829268295,1,15,8
337,18,4,50,7.7682926829268295,0,15,8
338,18,4,50,7.7926829268292686,0,16,8
339,18,4,50,7.7073170731707314,0,15,8
340,18,4,50,7.7439024390243905,0,16,8
341,18,4,50,7.890243902439025,0,16,8
342,18,4,50,7.695121951219512,0,15,8
343,18,4,50,7.780487804878049,0,16,8
344,18,4,50,7.914634146341464,0,16,8
345,18,4,50,7.7073170731707314,0,15,8
346,18,4,50,7.804878048780488,0,15,8
347,18,4,50,7.817073170731708,1,15,8
348,18,4,50,7.7073170731707314,0,15,8
349,18,4,50,7.719512195121951,0,16,8
350,18,4,50,7.7073170731707314,0,16,8
351,18,4,50,7.780487804878049,2,16,8
352,18,4,50,7.7926829268292686,0,15,8
353,18,4,50,7.7560975609756095,0,16,8
354,18,4,50,7.7560975609756095,1,15,8
355,18,4,50,7.890243902439025,0,15,8
356,18,4,50,7.841463414634147,0,16,8
357,18,4,50,7.7073170731707314,1,16,8
358,18,4,50,7.670731707317073,1,16,8
359,18,4,50,7.670731707317073,0,16,8
360,18,4,50,7.719512195121951,0,16,8
361,18,4,50,7.817073170731708,0,15,8
362,18,4,50,7.646341463414634,0,16,8
363,18,4,50,7.695121951219512,0,16,8
364,18,4,50,7.902439024390244,0,16,8
365,18,4,50,7.7682926829268295,1,16,8
366,18,4,50,7.829268292682927,0,15,8
367,18,4,50,7.7439024390243905,0,16,8
368,18,4,50,7.719512195121951,0,15,8
369,18,4,50,7.780487804878049,0,16,8
370,18,4,50,7.7682926829268295,0,15,8
371,18,4,50,7.7560975609756095,0,16,8
372,18,4,50,7.804878048780488,1,15,8
373,18,4,50,7.719512195121951,0,16,8
374,18,4,50,7.7560975609756095,2,16,8
375,18,4,50,7.7317073170731705,0,16,8
376,18,4,50,7.7317073170731705,0,16,8
377,18,4,50,7.7560975609756095,1,16,8
378,18,4,50,7.7926829268292686,0,15,8
379,18,4,50,7.7439024390243905,0,16,8
380,18,4,50,7.670731707317073,0,15,8
381,18,4,50,7.7317073170731705,0,15,8
382,18,4,50,7.695121951219512,0,16,8
383,18,4,50,7.670731707317073,0,16,8
384,18,4,50,7.682926829268292,0,15,8
385,18,4,50,7.841463414634147,1,16,8
386,18,4,50,7.7073170731707314,0,16,8
387,18,4,50,7.695121951219512,0,16,8
388,18,4,50,7.7439024390243905,1,16,8
389,18,4,50,7.7682926829268295,0,16,8
390,18,4,50,7.7560975609756095,1,16,8
391,18,4,50,7.7560975609756095,0,16,8
392,18,4,50,7.658536585365853,0,15,8
393,18,4,50,7.7682926829268295,0,16,8
394,18,4,50,7.695121951219512,0,16,8
395,18,4,50,7.780487804878049,0,16,8
396,18,4,50,7.7439024390243905,1,15,8
397,18,4,50,7.646341463414634,0,15,8
398,18,4,50,7.719512195121951,0,16,8
399,18,4,50,7.7317073170731705,1,15,8
400,18,4,50,7.719512195121951,1,15,8
401,18,4,50,7.804878048780488,1,16,8
402,18,4,50,7.719512195121951,0,16,8
403,18,4,50,7.878048780487805,1,16,8
404,18,4,50,7.829268292682927,0,16,8
405,18,4,50,7.7682926829268295,0,16,8
406,18,4,50,7.7682926829268295,1,15,8
407,18,4,50,7.829268292682927,0,15,8
408,18,4,50,7.841463414634147,0,16,8
409,18,4,50,7.780487804878049,1,16,8
410,18,4,50,7.7317073170731705,0,16,8
411,18,4,50,7.7682926829268295,1,16,8
412,18,4,50,7.670731707317073,0,14,8
413,18,4,50,7.658536585365853,0,15,8
414,18,4,50,7.670731707317073,0,14,8
415,18,4,50,7.829268292682927,0,16,8
416,18,4,50,7.7926829268292686,1,16,8
417,18,4,50,7.682926829268292,1,16,8
418,18,4,50,7.7560975609756095,0,15,8
419,18,4,50,7.817073170731708,0,16,8
420,18,4,50,7.597560975609756,0,16,8
421,18,4,50,7.865853658536586,0,15,8
422,18,4,50,7.902439024390244,0,16,8
423,18,4,50,7.853658536585366,1,16,8
424,18,4,50,7.682926829268292,1,15,8
425,18,4,50,7.7439024390243905,1,14,8
426,18,4,50,7.7926829268292686,2,16,8
427,18,4,50,7.695121951219512,0,16,8
428,18,4,50,7.670731707317073,1,16,8
429,18,4,50,7.7439024390243905,0,16,8
430,18,4,50,7.804878048780488,0,15,8
431,18,4,50,7.7560975609756095,0,16,8
432,18,4,50,7.7073170731707314,0,15,8
433,18,4,50,7.780487804878049,0,15,8
434,18,4,50,7.7073170731707314,0,16,8
435,18,4,50,7.719512195121951,0,15,8
436,18,4,50,7.7926829268292686,0,16,8
437,18,4,50,7.7439024390243905,2,16,8
438,18,4,50,7.682926829268292,0,15,8
439,18,4,50,7.658536585365853,0,15,8
440,18,4,50,7.7439024390243905,0,14,8
441,18,4,50,7.7317073170731705,0,16,8
442,18,4,50,7.7317073170731705,0,16,8
443,18,4,50,7.7926829268292686,0,15,8
444,18,4,50,7.670731707317073,1,16,8
445,18,4,50,7.841463414634147,0,15,8
446,18,4,50,7.7560975609756095,0,16,8
447,18,4,50,7.780487804878049,0,16,8
448,18,4,50,7.7439024390243905,0,15,8
449,18,4,50,7.682926829268292,0,15,8
450,18,4,50,7.902439024390244,0,16,8
451,18,4,50,7.7682926829268295,0,15,8
452,18,4,50,7.804878048780488,1,16,8
453,18,4,50,7.719512195121951,1,15,8
454,18,4,50,7.841463414634147,0,15,8
455,18,4,50,7.7682926829268295,0,16,8
456,18,4,50,7.7682926829268295,1,15,8
457,18,4,50,7.7560975609756095,0,16,8
458,18,4,50,7.7560975609756095,0,16,8
459,18,4,50,7.621951219512195,0,15,8
460,18,4,50,7.804878048780488,0,15,8
461,18,4,50,7.682926829268292,0,16,8
462,18,4,50,7.841463414634147,1,16,8
463,18,4,50,7.841463414634147,1,16,8
464,18,4,50,7.829268292682927,0,15,8
465,18,4,50,7.7926829268292686,0,15,8
466,18,4,50,7.719512195121951,1,14,8
467,18,4,50,7.670731707317073,0,16,8
468,18,4,50,7.817073170731708,0,16,8
469,18,4,50,7.7439024390243905,0,16,8
470,18,4,50,7.695121951219512,0,16,8
471,18,4,50,7.695121951219512,1,16,8
472,18,4,50,7.7926829268292686,0,15,8
473,18,4,50,7.695121951219512,1,15,8
474,18,4,50,7.658536585365853,0,15,8
475,18,4,50,7.634146341463414,1,16,8
476,18,4,50,7.780487804878049,0,16,8
477,18,4,50,7.7682926829268295,0,16,8
478,18,4,50,7.719512195121951,0,15,8
479,18,4,50,7.7439024390243905,0,15,8
480,18,4,50,7.670731707317073,0,16,8
481,18,4,50,7.7682926829268295,0,16,8
482,18,4,50,7.7073170731707314,0,16,8
483,18,4,50,7.658536585365853,1,16,8
484,18,4,50,7.829268292682927,1,14,8
485,18,4,50,7.7317073170731705,0,16,8
486,18,4,50,7.780487804878049,0,16,8
487,18,4,50,7.682926829268292,0,16,8
488,18,4,50,7.804878048780488,0,16,8
489,18,4,50,7.7682926829268295,0,16,8
490,18,4,50,7.695121951219512,0,15,8
491,18,4,50,7.7317073170731705,1,14,8
492,18,4,50,7.7317073170731705,0,15,8
493,18,4,50,7.609756097560975,0,15,8
494,18,4,50,7.7926829268292686,0,15,8
495,18,4,50,7.7560975609756095,0,15,8
496,18,4,50,7.804878048780488,0,16,8
497,18,4,50,7.7560975609756095,1,15,8
498,18,4,50,7.7926829268292686,0,15,8
499,18,4,50,7.682926829268292,0,16,8
