simulationId,numPlayers,maxBenchCount,minBenchCount,benchRange,avgBenchCount,meanGap,doubleBenchCount,totalGapEvents
1,17,1,0,1,0.5882352941176471,0,0,0
2,17,1,0,1,0.5882352941176471,0,0,0
3,17,1,0,1,0.5882352941176471,0,0,0
4,17,1,0,1,0.5882352941176471,0,0,0
5,17,1,0,1,0.5882352941176471,0,0,0
6,17,1,0,1,0.5882352941176471,0,0,0
7,17,1,0,1,0.5882352941176471,0,0,0
8,17,1,0,1,0.5882352941176471,0,0,0
9,17,1,0,1,0.5882352941176471,0,0,0
10,17,1,0,1,0.5882352941176471,0,0,0
11,17,1,0,1,0.5882352941176471,0,0,0
12,17,1,0,1,0.5882352941176471,0,0,0
13,17,1,0,1,0.5882352941176471,0,0,0
14,17,1,0,1,0.5882352941176471,0,0,0
15,17,1,0,1,0.5882352941176471,0,0,0
16,17,1,0,1,0.5882352941176471,0,0,0
17,17,1,0,1,0.5882352941176471,0,0,0
18,17,1,0,1,0.5882352941176471,0,0,0
19,17,1,0,1,0.5882352941176471,0,0,0
20,17,1,0,1,0.5882352941176471,0,0,0
21,17,1,0,1,0.5882352941176471,0,0,0
22,17,1,0,1,0.5882352941176471,0,0,0
23,17,1,0,1,0.5882352941176471,0,0,0
24,17,1,0,1,0.5882352941176471,0,0,0
25,17,1,0,1,0.5882352941176471,0,0,0
26,17,1,0,1,0.5882352941176471,0,0,0
27,17,1,0,1,0.5882352941176471,0,0,0
28,17,1,0,1,0.5882352941176471,0,0,0
29,17,1,0,1,0.5882352941176471,0,0,0
30,17,1,0,1,0.5882352941176471,0,0,0
31,17,1,0,1,0.5882352941176471,0,0,0
32,17,1,0,1,0.5882352941176471,0,0,0
33,17,1,0,1,0.5882352941176471,0,0,0
34,17,1,0,1,0.5882352941176471,0,0,0
35,17,1,0,1,0.5882352941176471,0,0,0
36,17,1,0,1,0.5882352941176471,0,0,0
37,17,1,0,1,0.5882352941176471,0,0,0
38,17,1,0,1,0.5882352941176471,0,0,0
39,17,1,0,1,0.5882352941176471,0,0,0
40,17,1,0,1,0.5882352941176471,0,0,0
41,17,1,0,1,0.5882352941176471,0,0,0
42,17,1,0,1,0.5882352941176471,0,0,0
43,17,1,0,1,0.5882352941176471,0,0,0
44,17,1,0,1,0.5882352941176471,0,0,0
45,17,1,0,1,0.5882352941176471,0,0,0
46,17,1,0,1,0.5882352941176471,0,0,0
47,17,1,0,1,0.5882352941176471,0,0,0
48,17,1,0,1,0.5882352941176471,0,0,0
49,17,1,0,1,0.5882352941176471,0,0,0
50,17,1,0,1,0.5882352941176471,0,0,0
1,18,2,1,1,1.1111111111111112,4,0,2
2,18,2,1,1,1.1111111111111112,2,0,2
3,18,2,1,1,1.1111111111111112,2,0,2
4,18,2,1,1,1.1111111111111112,1.5,1,2
5,18,2,1,1,1.1111111111111112,1.5,0,2
6,18,2,1,1,1.1111111111111112,5,0,2
7,18,2,1,1,1.1111111111111112,5.5,0,2
8,18,2,1,1,1.1111111111111112,3,1,2
9,18,2,1,1,1.1111111111111112,4.5,0,2
10,18,2,1,1,1.1111111111111112,5.5,0,2
11,18,2,1,1,1.1111111111111112,3.5,0,2
12,18,2,1,1,1.1111111111111112,2.5,0,2
13,18,2,1,1,1.1111111111111112,3,0,2
14,18,2,1,1,1.1111111111111112,3.5,0,2
15,18,2,1,1,1.1111111111111112,8,0,2
16,18,2,1,1,1.1111111111111112,5,0,2
17,18,2,1,1,1.1111111111111112,4,0,2
18,18,2,1,1,1.1111111111111112,3.5,0,2
19,18,2,1,1,1.1111111111111112,3,0,2
20,18,2,1,1,1.1111111111111112,5.5,0,2
21,18,2,1,1,1.1111111111111112,5.5,0,2
22,18,2,1,1,1.1111111111111112,1,1,2
23,18,2,1,1,1.1111111111111112,6,0,2
24,18,2,1,1,1.1111111111111112,2.5,1,2
25,18,2,1,1,1.1111111111111112,4,1,2
26,18,2,1,1,1.1111111111111112,3.5,0,2
27,18,2,1,1,1.1111111111111112,2.5,0,2
28,18,2,1,1,1.1111111111111112,3,0,2
29,18,2,1,1,1.1111111111111112,3,0,2
30,18,2,1,1,1.1111111111111112,3.5,1,2
31,18,2,1,1,1.1111111111111112,3,0,2
32,18,2,1,1,1.1111111111111112,5,0,2
33,18,2,1,1,1.1111111111111112,2.5,0,2
34,18,2,1,1,1.1111111111111112,4,1,2
35,18,2,1,1,1.1111111111111112,2.5,0,2
36,18,2,1,1,1.1111111111111112,5.5,0,2
37,18,2,1,1,1.1111111111111112,1,1,2
38,18,2,1,1,1.1111111111111112,6.5,0,2
39,18,2,1,1,1.1111111111111112,4.5,0,2
40,18,2,1,1,1.1111111111111112,6,0,2
41,18,2,1,1,1.1111111111111112,7,0,2
42,18,2,1,1,1.1111111111111112,3,1,2
43,18,2,1,1,1.1111111111111112,1,1,2
44,18,2,1,1,1.1111111111111112,3.5,1,2
45,18,2,1,1,1.1111111111111112,5,0,2
46,18,2,1,1,1.1111111111111112,4,0,2
47,18,2,1,1,1.1111111111111112,2,1,2
48,18,2,1,1,1.1111111111111112,6.5,0,2
49,18,2,1,1,1.1111111111111112,3,0,2
50,18,2,1,1,1.1111111111111112,2.5,0,2
1,19,2,1,1,1.5789473684210527,3.4545454545454546,0,11
2,19,2,1,1,1.5789473684210527,4.181818181818182,0,11
3,19,2,1,1,1.5789473684210527,3.8181818181818183,1,11
4,19,2,1,1,1.5789473684210527,4.818181818181818,0,11
5,19,2,1,1,1.5789473684210527,4.181818181818182,0,11
6,19,2,1,1,1.5789473684210527,4.545454545454546,0,11
7,19,2,1,1,1.5789473684210527,4.545454545454546,1,11
8,19,2,1,1,1.5789473684210527,4.545454545454546,1,11
9,19,2,1,1,1.5789473684210527,4.2727272727272725,0,11
10,19,2,1,1,1.5789473684210527,3.909090909090909,0,11
11,19,2,1,1,1.5789473684210527,3.6363636363636362,0,11
12,19,2,1,1,1.5789473684210527,3.272727272727273,1,11
13,19,2,1,1,1.5789473684210527,4.454545454545454,0,11
14,19,2,1,1,1.5789473684210527,3.6363636363636362,1,11
15,19,2,1,1,1.5789473684210527,3.909090909090909,0,11
16,19,2,1,1,1.5789473684210527,4.2727272727272725,0,11
17,19,2,1,1,1.5789473684210527,3.909090909090909,1,11
18,19,2,1,1,1.5789473684210527,3.6363636363636362,2,11
19,19,2,1,1,1.5789473684210527,4.2727272727272725,0,11
20,19,2,1,1,1.5789473684210527,3.8181818181818183,0,11
21,19,2,1,1,1.5789473684210527,3.909090909090909,0,11
22,19,2,1,1,1.5789473684210527,3.6363636363636362,0,11
23,19,2,1,1,1.5789473684210527,4.545454545454546,0,11
24,19,2,1,1,1.5789473684210527,3.8181818181818183,0,11
25,19,2,1,1,1.5789473684210527,3.909090909090909,1,11
26,19,2,1,1,1.5789473684210527,4.181818181818182,0,11
27,19,2,1,1,1.5789473684210527,3.6363636363636362,0,11
28,19,2,1,1,1.5789473684210527,3.8181818181818183,1,11
29,19,2,1,1,1.5789473684210527,4,2,11
30,19,2,1,1,1.5789473684210527,3.8181818181818183,0,11
31,19,2,1,1,1.5789473684210527,4.545454545454546,0,11
32,19,2,1,1,1.5789473684210527,4.181818181818182,0,11
33,19,2,1,1,1.5789473684210527,4,0,11
34,19,2,1,1,1.5789473684210527,3.909090909090909,1,11
35,19,2,1,1,1.5789473684210527,4.2727272727272725,0,11
36,19,2,1,1,1.5789473684210527,4.2727272727272725,0,11
37,19,2,1,1,1.5789473684210527,4.7272727272727275,0,11
38,19,2,1,1,1.5789473684210527,4,1,11
39,19,2,1,1,1.5789473684210527,4.090909090909091,0,11
40,19,2,1,1,1.5789473684210527,3.6363636363636362,2,11
41,19,2,1,1,1.5789473684210527,3.8181818181818183,0,11
42,19,2,1,1,1.5789473684210527,4.454545454545454,0,11
43,19,2,1,1,1.5789473684210527,4,0,11
44,19,2,1,1,1.5789473684210527,4,1,11
45,19,2,1,1,1.5789473684210527,4.545454545454546,1,11
46,19,2,1,1,1.5789473684210527,4.090909090909091,1,11
47,19,2,1,1,1.5789473684210527,3.727272727272727,1,11
48,19,2,1,1,1.5789473684210527,3.8181818181818183,0,11
49,19,2,1,1,1.5789473684210527,4,0,11
50,19,2,1,1,1.5789473684210527,4.363636363636363,1,11
1,20,2,2,0,2,4,1,20
2,20,2,2,0,2,4,0,20
3,20,2,2,0,2,4,0,20
4,20,2,2,0,2,4,1,20
5,20,2,2,0,2,4,1,20
6,20,2,2,0,2,4,1,20
7,20,2,2,0,2,4,1,20
8,20,2,2,0,2,4,1,20
9,20,2,2,0,2,4,0,20
10,20,2,2,0,2,4,1,20
11,20,2,2,0,2,4,1,20
12,20,2,2,0,2,4,0,20
13,20,2,2,0,2,4,1,20
14,20,2,2,0,2,4,1,20
15,20,2,2,0,2,4,1,20
16,20,2,2,0,2,4,0,20
17,20,2,2,0,2,4,1,20
18,20,2,2,0,2,4,0,20
19,20,2,2,0,2,4,0,20
20,20,2,2,0,2,4,1,20
21,20,2,2,0,2,4,2,20
22,20,2,2,0,2,4,2,20
23,20,2,2,0,2,4,2,20
24,20,2,2,0,2,4,0,20
25,20,2,2,0,2,4,0,20
26,20,2,2,0,2,4,0,20
27,20,2,2,0,2,4,0,20
28,20,2,2,0,2,4,2,20
29,20,2,2,0,2,4,1,20
30,20,2,2,0,2,4,0,20
31,20,2,2,0,2,4,2,20
32,20,2,2,0,2,4,0,20
33,20,2,2,0,2,4,1,20
34,20,2,2,0,2,4,2,20
35,20,2,2,0,2,4,2,20
36,20,2,2,0,2,4,1,20
37,20,2,2,0,2,4,2,20
38,20,2,2,0,2,4,1,20
39,20,2,2,0,2,4,0,20
40,20,2,2,0,2,4,1,20
41,20,2,2,0,2,4,0,20
42,20,2,2,0,2,4,1,20
43,20,2,2,0,2,4,1,20
44,20,2,2,0,2,4,0,20
45,20,2,2,0,2,4,1,20
46,20,2,2,0,2,4,1,20
47,20,2,2,0,2,4,2,20
48,20,2,2,0,2,4,0,20
49,20,2,2,0,2,4,0,20
50,20,2,2,0,2,4,0,20
1,21,3,2,1,2.380952380952381,2.896551724137931,1,29
2,21,3,2,1,2.380952380952381,2.896551724137931,2,29
3,21,3,2,1,2.380952380952381,2.7241379310344827,3,29
4,21,3,2,1,2.380952380952381,2.6551724137931036,4,29
5,21,3,2,1,2.380952380952381,2.8275862068965516,3,29
6,21,3,2,1,2.380952380952381,2.6551724137931036,6,29
7,21,3,2,1,2.380952380952381,2.793103448275862,2,29
8,21,3,2,1,2.380952380952381,2.9310344827586206,2,29
9,21,3,2,1,2.380952380952381,2.793103448275862,5,29
10,21,3,2,1,2.380952380952381,2.8275862068965516,4,29
11,21,3,2,1,2.380952380952381,2.8620689655172415,3,29
12,21,3,2,1,2.380952380952381,2.793103448275862,3,29
13,21,3,2,1,2.380952380952381,2.7586206896551726,5,29
14,21,3,2,1,2.380952380952381,2.8620689655172415,4,29
15,21,3,2,1,2.380952380952381,2.8275862068965516,0,29
16,21,3,2,1,2.380952380952381,2.689655172413793,2,29
17,21,3,2,1,2.380952380952381,2.6551724137931036,4,29
18,21,3,2,1,2.380952380952381,2.793103448275862,2,29
19,21,3,2,1,2.380952380952381,2.9655172413793105,2,29
20,21,3,2,1,2.380952380952381,2.9310344827586206,4,29
21,21,3,2,1,2.380952380952381,2.9310344827586206,2,29
22,21,3,2,1,2.380952380952381,2.896551724137931,4,29
23,21,3,2,1,2.380952380952381,3.0689655172413794,0,29
24,21,3,2,1,2.380952380952381,2.8620689655172415,3,29
25,21,3,2,1,2.380952380952381,2.8620689655172415,1,29
26,21,3,2,1,2.380952380952381,2.7241379310344827,3,29
27,21,3,2,1,2.380952380952381,2.6206896551724137,2,29
28,21,3,2,1,2.380952380952381,2.896551724137931,2,29
29,21,3,2,1,2.380952380952381,2.7586206896551726,2,29
30,21,3,2,1,2.380952380952381,3,2,29
31,21,3,2,1,2.380952380952381,2.8620689655172415,1,29
32,21,3,2,1,2.380952380952381,2.896551724137931,3,29
33,21,3,2,1,2.380952380952381,2.689655172413793,3,29
34,21,3,2,1,2.380952380952381,2.9310344827586206,1,29
35,21,3,2,1,2.380952380952381,2.8620689655172415,2,29
36,21,3,2,1,2.380952380952381,2.8275862068965516,2,29
37,21,3,2,1,2.380952380952381,2.896551724137931,3,29
38,21,3,2,1,2.380952380952381,2.6551724137931036,5,29
39,21,3,2,1,2.380952380952381,2.689655172413793,5,29
40,21,3,2,1,2.380952380952381,2.7586206896551726,2,29
41,21,3,2,1,2.380952380952381,3.0344827586206895,1,29
42,21,3,2,1,2.380952380952381,2.9310344827586206,3,29
43,21,3,2,1,2.380952380952381,2.8620689655172415,4,29
44,21,3,2,1,2.380952380952381,3,3,29
45,21,3,2,1,2.380952380952381,2.9655172413793105,1,29
46,21,3,2,1,2.380952380952381,2.8275862068965516,2,29
47,21,3,2,1,2.380952380952381,2.8620689655172415,2,29
48,21,3,2,1,2.380952380952381,2.896551724137931,2,29
49,21,3,2,1,2.380952380952381,2.7241379310344827,2,29
50,21,3,2,1,2.380952380952381,2.9310344827586206,1,29
1,22,3,2,1,2.727272727272727,2.3421052631578947,5,38
2,22,3,2,1,2.727272727272727,2.473684210526316,1,38
3,22,3,2,1,2.727272727272727,2.526315789473684,3,38
4,22,3,2,1,2.727272727272727,2.473684210526316,3,38
5,22,3,2,1,2.727272727272727,2.4210526315789473,5,38
6,22,3,2,1,2.727272727272727,2.3684210526315788,6,38
7,22,3,2,1,2.727272727272727,2.3684210526315788,8,38
8,22,3,2,1,2.727272727272727,2.3684210526315788,5,38
9,22,3,2,1,2.727272727272727,2.3421052631578947,4,38
10,22,3,2,1,2.727272727272727,2.4210526315789473,6,38
11,22,3,2,1,2.727272727272727,2.3157894736842106,5,38
12,22,3,2,1,2.727272727272727,2.3421052631578947,4,38
13,22,3,2,1,2.727272727272727,2.526315789473684,4,38
14,22,3,2,1,2.727272727272727,2.3947368421052633,4,38
15,22,3,2,1,2.727272727272727,2.4210526315789473,4,38
16,22,3,2,1,2.727272727272727,2.3421052631578947,3,38
17,22,3,2,1,2.727272727272727,2.473684210526316,6,38
18,22,3,2,1,2.727272727272727,2.3947368421052633,4,38
19,22,3,2,1,2.727272727272727,2.4210526315789473,2,38
20,22,3,2,1,2.727272727272727,2.4473684210526314,2,38
21,22,3,2,1,2.727272727272727,2.473684210526316,3,38
22,22,3,2,1,2.727272727272727,2.5,4,38
23,22,3,2,1,2.727272727272727,2.4210526315789473,2,38
24,22,3,2,1,2.727272727272727,2.5,2,38
25,22,3,2,1,2.727272727272727,2.473684210526316,4,38
26,22,3,2,1,2.727272727272727,2.3947368421052633,1,38
27,22,3,2,1,2.727272727272727,2.4210526315789473,3,38
28,22,3,2,1,2.727272727272727,2.473684210526316,4,38
29,22,3,2,1,2.727272727272727,2.4473684210526314,3,38
30,22,3,2,1,2.727272727272727,2.5,2,38
31,22,3,2,1,2.727272727272727,2.5789473684210527,3,38
32,22,3,2,1,2.727272727272727,2.3684210526315788,3,38
33,22,3,2,1,2.727272727272727,2.3421052631578947,2,38
34,22,3,2,1,2.727272727272727,2.3421052631578947,8,38
35,22,3,2,1,2.727272727272727,2.526315789473684,3,38
36,22,3,2,1,2.727272727272727,2.473684210526316,4,38
37,22,3,2,1,2.727272727272727,2.3684210526315788,6,38
38,22,3,2,1,2.727272727272727,2.3947368421052633,3,38
39,22,3,2,1,2.727272727272727,2.473684210526316,4,38
40,22,3,2,1,2.727272727272727,2.3947368421052633,6,38
41,22,3,2,1,2.727272727272727,2.3684210526315788,3,38
42,22,3,2,1,2.727272727272727,2.473684210526316,3,38
43,22,3,2,1,2.727272727272727,2.4210526315789473,1,38
44,22,3,2,1,2.727272727272727,2.4473684210526314,4,38
45,22,3,2,1,2.727272727272727,2.473684210526316,2,38
46,22,3,2,1,2.727272727272727,2.3684210526315788,6,38
47,22,3,2,1,2.727272727272727,2.473684210526316,4,38
48,22,3,2,1,2.727272727272727,2.473684210526316,2,38
49,22,3,2,1,2.727272727272727,2.3947368421052633,4,38
50,22,3,2,1,2.727272727272727,2.3947368421052633,5,38